,id,name,lat,lon
82,42040,"Station 42040 (LLNR 245) - LUKE OFFSHORE TEST PLATFORM - 63 NM South of Dauphin Island, AL",29.207,-88.237
83,42041,"Station 42041 - North Mid Gulf 110NM South of Grand Isle, LA",27.504,-90.462
84,42042,Station 42042 - Pascagoula,29.88,-88.32
85,42053,Station 42053 - Pascagoula South,29.55,-88.5
86,42054,Station 42054 - East Gulf,26,-87.73
87,42055,"Station 42055 (LLNR 1122) - BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",22.124,-93.941
88,42056,"Station 42056 (LLNR 80) - Yucatan Basin - 120 NM ESE of Cozumel, MX",19.82,-84.945
89,42057,"Station 42057 - Western Caribbean - 195 NM WSW of Negril, Jamaica",16.908,-81.422
90,42058,"Station 42058 - Central Caribbean - 210 NM SSE of Kingston, Jamaica",15.9482,-79.8271
91,42059,"Station 42059 - Eastern Caribbean Sea - 180 NM SSW of Ponce, PR",15.287,-67.477
92,42060,Station 42060 - Caribbean Valley - 63 NM WSW of Montserrat,16.433,-63.331
93,42065,Station 42065 - Near 42058 Central Caribbean,14.926,-75.046
94,42080,"Station 42080 (LLNR 1063) - Offshore Sand Key, FL",24.396,-81.934
95,42407,"Station 42407 - SOUTH PUERTO RICO - 230 NM Southwest of San Juan, PR",18.4676,-69.8782
96,42408,"Station 42408 - EAST GULF of MEXICO - 225NM WNW of Loggerhead Key, FL",25.2,-87
97,42409,"Station 42409 (LLNR 1468) - GULF OF MEXICO - 247 NM South of New Orleans, LA",25.9,-89.287
98,42429,Station 42429 - DART WAVE GLIDER STATION,27.401,-85.671
99,42534,Station 42534 - Moored Drifter,0,0
100,43412,"Station 43412 - SOUTHWEST MANZANILLO - 240 NM SW of Manzanillo, MX",16.001,-106.987
101,43413,"Station 43413 - SOUTH ACAPULCO - 360NM South of Acapulco, MX",10.949,-100.03
102,44001,Station 44001,38.7,-73.6
103,44003,Station 44003,40.8,-68.5
104,44004,"Station 44004 (LLNR 5) - HOTEL 200NM East of Cape May,NJ",38.484,-70.433
105,44005,"Station 44005 (LLNR 820) - GULF OF MAINE - 78 NM East of Portsmouth, NH",43.201,-69.127
106,44006,Station 44006,36.3,-75.4
107,44007,"Station 44007 (LLNR 75) - PORTLAND - 12 NM Southeast of Portland,ME",43.525,-70.14
108,44008,Station 44008 (LLNR 827) - NANTUCKET 54 NM Southeast of Nantucket,40.498,-69.251
109,44009,"Station 44009 (LLNR 168) - DELAWARE BAY 26 NM Southeast of Cape May, NJ",38.451,-74.684
110,44010,Station 44010,36.9,-75.7
111,44011,"Station 44011 (LLNR 825) - GEORGES BANK 170 NM East of Hyannis, MA",41.093,-66.562
112,44012,Station 44012,38.8,-74.6
113,44013,"Station 44013 (LLNR 420) - BOSTON 16 NM East of Boston, MA",42.346,-70.651
114,44014,"Station 44014 (LLNR 550) - VIRGINIA BEACH 64 NM East of Virginia Beach, VA",36.609,-74.842
115,44015,Station 44015,37.5,-73.4
116,44017,"Station 44017 (LLNR 665) - MONTAUK POINT - 23 NM SSW of Montauk Point, NY",40.693,-72.049
117,44018,"Station 44018 (LLNR 560) - CAPE COD - 9 NM North of Provincetown, MA",42.206,-70.143
118,44019,Station 44019,36.4,-75.2
119,44020,Station 44020 (LLNR 13700) - NANTUCKET SOUND,41.493,-70.279
120,44023,Station 44023,37.5,-74.4
121,44025,"Station 44025 (LLNR 830) - LONG ISLAND - 30 NM South of Islip, NY",40.251,-73.164
122,44026,Station 44026,36,-73.5
123,44027,"Station 44027 (LLNR 4) - Jonesport, ME - 20 NM SE of Jonesport, ME",44.283,-67.3
124,44028,Station 44028 - Buzzard's Bay,41.4,-71.08
125,44065,"Station 44065 (LLNR 725) - New York Harbor Entrance - 15 NM SE of Breezy Point , NY",40.369,-73.703
126,44066,"Station 44066 (LLNR 3) - Texas Tower #4 - 75 NM East of Long Beach, NJ",39.618,-72.644
127,44070,Station 44070 (LLNR 835) - Buzzards Bay MA. Offshore,41.392,-71.004
128,44071,Station 44071 - Chesapeake Light Va.,36.906,-75.691
129,44401,"Station 44401 - NORTHEAST CASTLE ROCK SEAMOUNT - 620NM South of St John's Newfoundland, CN",37.592,-50.03
130,44402,"Station 44402 (LLNR 5) - SOUTHEAST BLOCK CANYON - 130 NM SE of Fire Island, NY",39.289,-70.639
131,44403,"Station 44403 - SABLE ISLAND BANK - 437 NM E of Boston, MA",41.904,-61.655
132,44585,Station 44585 - Drifting Buoy,0,0
133,45001,"Station 45001 (LLNR 16880) - MID SUPERIOR- 60 NM North Northeast Hancock, MI",48.061,-87.793
134,45002,Station 45002 (LLNR 18310) - NORTH MICHIGAN- Halfway between North Manitou and Washington Islands.,45.344,-86.411
135,45003,"Station 45003 (LLNR 11510) - NORTH HURON - 32NM Northeast of Alpena, MI",45.351,-82.84
136,45004,"Station 45004 (LLNR 16850) - EAST SUPERIOR -70 NM NE Marquette, MI",47.585,-86.585
137,45005,"Station 45005 (LLNR 5555) - WEST ERIE - 16 NM NW of Lorain, OH",41.677,-82.398
138,45006,"Station 45006 (LLNR 16540) - WEST SUPERIOR - 30NM NE of Outer Island, WI",47.335,-89.793
139,45007,"Station 45007 (LLNR 20595) - SOUTH MICHIGAN - 43NM East Southeast of Milwaukee, WI",42.674,-87.026
140,45008,"Station 45008 (LLNR 10010) - SOUTH HURON - 43NM East of Oscoda, MI",44.283,-82.416
141,45009,Station 45009,41.6,-82
142,45010,Station 45010,43,-87.8
143,45011,Station 45011 - Grand Haven Michigan,43.02,-86.27
144,45012,"Station 45012 (LLNR 2655) - EAST Lake Ontario - 20NM North Northeast of Rochester, NY",43.621,-77.401
145,46001,"Station 46001 (LLNR 984) - WESTERN GULF OF ALASKA - 175NM SE of Kodiak, AK",54.1057,-140.8549
146,46002,"Station 46002 (LLNR 765.1) - WEST OREGON - 275NM West of Coos Bay, OR",42.658,-130.502
147,46003,Station 46003 - S ALEUTIANS,51.831,-155.85
148,46005,"Station 46005 (LLNR 765.5) - WEST WASHINGTON - 300NM West of Aberdeen, WA",46.134,-131.079
149,46006,"Station 46006 (LLNR 510) - SOUTHEAST PAPA - 600NM West of Eureka, CA",40.766,-137.379
150,46007,Station 46007,59.2,-152.7
151,46008,Station 46008,57.1,-151.7
152,46009,Station 46009,60.2,-146.8
153,46010,Station 46010,46.2,-124.2
154,46011,"Station 46011 (LLNR 215) - SANTA MARIA - 21NM NW of Point Arguello, CA",34.956,-121.019
155,46012,"Station 46012 (LLNR 325) - HALF MOON BAY - 24NM SSW of San Francisco, CA",37.356,-122.881
156,46013,"Station 46013 (LLNR 390) - BODEGA BAY - 48NM NW of San Francisco, CA",38.253,-123.303
157,46014,"Station 46014 (LLNR 445) - PT ARENA - 19NM North of Point Arena, CA",39.231,-123.974
158,46015,"Station 46015 (LLNR 590) - PORT ORFORD - 15 NM West of Port Orford, OR",42.752,-124.844
159,46016,Station 46016,63.283,-170.3
160,46017,Station 46017,60.283,-172.3
161,46018,Station 46018,60.283,-177
162,46019,Station 46019,57.2,-170.3
163,46020,Station 46020,55.883,-168
164,46021,Station 46021,57.7,-160
165,46022,"Station 46022 (LLNR 500) - EEL RIVER - 17NM WSW of Eureka, CA",40.748,-124.527
166,46023,"Station 46023 (LLNR 213) - PT ARGUELLO - 17NM WNW of Point Arguello, CA",34.714,-120.967
167,46024,Station 46024,33,-119.2
168,46025,"Station 46025 (LLNR 181) - Santa Monica Basin - 33NM WSW of Santa Monica, CA",33.758,-119.044
169,46026,"Station 46026 (LLNR 357) - SAN FRANCISCO - 18NM West of San Francisco, CA",37.754,-122.839
170,46027,"Station 46027 (LLNR 562) - ST GEORGES - 8 NM NW of Crescent City, CA",41.852,-124.38
171,46028,"Station 46028 (LLNR 275) - CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",35.77,-121.903
172,46029,Station 46029 (LLNR 688) - COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth,46.163,-124.487
173,46030,Station 46030 - BLUNTS REEF,40.423,-124.525
174,46031,Station 46031,55.5,-161.683
175,46032,Station 46032,54.2,-165.8
176,46033,Station 46033,55.783,-159.8
177,46034,Station 46034,55.1,-163.1
178,46035,"Station 46035 (LLNR 1198) - CENTRAL BERING SEA - 310 NM North of Adak, AK",57.016,-177.703
179,46037,Station 46037,48.3,-133.8
180,46038,Station 46038,41.9,-124.4
181,46039,Station 46039,48.2,-123.4
182,46040,Station 46040,44.8,-124.3
183,46041,"Station 46041 (LLNR 733) - CAPE ELIZABETH - 45NM NW of Aberdeen, WA",47.353,-124.742
184,46042,"Station 46042 (LLNR 297) - MONTEREY - 27NM WNW of Monterey, CA",36.785,-122.398
185,46043,Station 46043,46.9,-124.2
186,46045,Station 46045 - REDONDO BEACH,33.84,-118.45
187,46047,"Station 46047 (LLNR 82) - TANNER BANK - 121 NM West of San Diego, CA",32.388,-119.525
188,46048,Station 46048,32.9,-117.9
189,46050,"Station 46050 (LLNR 641) - STONEWALL BANK - 20NM West of Newport, OR",44.669,-124.546
190,46051,Station 46051 - Harvest Experiment Platform,34.48,-120.69
191,46053,"Station 46053 (LLNR 196) - EAST SANTA BARBARA - 12NM Southwest of Santa Barbara, CA",34.241,-119.839
192,46054,"Station 46054 (LLNR 198.1) - WEST SANTA BARBARA 38 NM West of Santa Barbara, CA",34.273,-120.47
193,46059,"Station 46059 (LLNR 382) - WEST CALIFORNIA - 357NM West of San Francisco, CA",38.058,-129.993
194,46060,"Station 46060 (LLNR 25646) - WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK",60.587,-146.819
195,46061,"Station 46061 (LLNR 1131) - Seal Rocks - Between Montague and Hinchinbrook Islands, AK",60.238,-146.833
196,46062,"Station 46062 (LLNR 3810) - Pt. San Luis, CA - 18 NM South Southwest of Morro Bay, CA",35.101,-121.01
197,46063,"Station 46063 (LLNR 236) - Pt.Conception, CA - 50NM West of Santa Barbara, CA",34.273,-120.699
198,46066,"Station 46066 (LLNR 984.1) - SOUTH KODIAK - 310NM SSW of Kodiak, AK",52.765,-155.009
199,46069,Station 46069 (LLNR 181.6) - SOUTH SANTA ROSA IS. CA,33.677,-120.213
200,46070,"Station 46070 (LLNR 1198.1) - SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK",55.008,175.183
201,46071,"Station 46071 (LLNR 27545) - WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK",51.125,179.012
202,46072,Station 46072 (LLNR 27510) - CENTRAL ALEUTIANS 230 NM SW Dutch Harbor,51.672,-172.088
203,46073,"Station 46073 (LLNR 1199) - SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK",55.009,-172.002
204,46075,"Station 46075 (LLNR 1197) - SHUMAGIN ISLANDS - 85NM South of Sand Point, AK",53.969,-160.794
205,46076,"Station 46076 (LLNR 25982) - CAPE CLEARE - 17 NM South of Montague Is, AK",59.471,-148.009
206,46077,"Station 46077 (LLNR 26950) - SHELIKOF STRAIT, AK",57.902,-154.176
207,46078,"Station 46078 (LLNR 1187) - ALBATROSS BANK - 104NM South of Kodiak Is., AK",55.556,-152.582
208,46079,Station 46079 - Barren Island,59.05,-152.23
209,46080,"Station 46080 (LLNR 982) - PORTLOCK BANK- 76 NM ENE of Kodiak, AK",57.947,-150.042
210,46081,Station 46081 (LLNR 25647) - Western Prince William Sound,60.802,-148.283
211,46082,"Station 46082 (LLNR 1097) - Cape Suckling - 35 NM SE of Kayak Is, AK",59.681,-143.372
212,46083,"Station 46083 (LLNR 1082) - FAIRWEATHER GROUND - 105 NM West of Juneau, AK",58.27,-138.019
213,46084,"Station 46084 (LLNR 1028) - CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK",56.622,-136.102
214,46085,"Station 46085 (LLNR 984.15) - CENTRAL GULF OF ALASKA - 265NM West of Cape Ommaney, AK",55.883,-142.882
215,46086,"Station 46086 (LLNR 81) - SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA",32.499,-118.052
216,46087,"Station 46087 (LLNR 756) - Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy)",48.493,-124.726
217,46088,"Station 46088 (LLNR 16337) - NEW DUNGENESS - 17 NM NE of Port Angeles, WA",48.332,-123.179
218,46089,"Station 46089 (LLNR 689) - TILLAMOOK, OR - 85 NM WNW of Tillamook, OR",45.933,-125.785
219,46090,Station 46090 - SOCAL WEST NOOS WX BUOY,32.876,-120.718
220,46105,"Station 46105 (LLNR 26097) - South Cook Inlet - 10NM NW of East Amatuli Light, AK",59.049,-152.233
221,46106,Station 46106 (LLNR 26253) - Central Cook Inlet AK,59.76,-152.09
222,46107,Station 46107 (LLNR 25981) - Montague Strait,59.925,-147.992
223,46115,Station 46115 - Bering Sea,57.069,-177.75
224,46270,Station 46270 - S.W. Bering Sea,55.003,175.284
225,46290,Station 46290 - NOOSS Optimization Buoy,32.659,-120.63
226,46401,"Station 46401 - SOUTHEAST ADAK - 377NM SE of Adak, AK",46.638,-170.79
227,46402,"Station 46402 (LLNR 984.3) - South Dutch Harbor - 220 NM SSE of Dutch Harbor, AK",50.978,-163.948
228,46403,"Station 46403 (LLNR 984.2) - SOUTHEAST SHUMAGIN ISLAND - 186 NM SE of Shumagin Is, AK",52.663,-156.778
229,46404,"Station 46404 (LLNR 765.4) - WEST ASTORIA - 230 NM West of Astoria, OR",45.848,-128.775
230,46405,"Station 46405 (Station Disestablished) - 325 NM West-Southwest of Newport, OR",42.903,-130.909
231,46406,"Station 46406 - 2,900 NM Southeast of Hawaii",-8.491,-125.022
232,46407,"Station 46407 (LLNR 765.2) - NEWPORT - 210NM West of Coos Bay, OR",42.705,-128.835
233,46408,"Station 46408 (LLNR 984.4) - NIKOLSKI - 212 NM South of Umnak Is, AK",49.666,-169.876
234,46409,"Station 46409 (LLNR 984.5) - SOUTHEAST KODIAK - 210 NM SE of Kodiak, AK",55.318,-148.547
235,46410,"Station 46410 (LLNR 984.6) - SOUTH CORDOVA 188NM SSE of Cordova, AK",57.644,-143.734
236,46411,"Station 46411 (LLNR 448) - Mendocino - 150 NM West of Mendocino Bay, CA",39.335,-127.07
237,46412,"Station 46412 (LLNR 1) - San Diego - 175 NM West of San Diego, CA",32.4,-120.582
238,46413,"Station 46413 (LLNR 984.7) - SOUTH-SOUTHEAST ADAK - 243 NM SSE of Adak Island, AK",48.045,-173.897
239,46414,"Station 46414 (LLNR 984.05) - SOUTHEAST CHIRIKOF - 165 NM SE of Chirikof Island, AK",53.726,-152.483
240,46415,"Station 46415 - SOUTHWEST JUNEAU - 370 NM SW of Juneau, AK",52.98,-139.95
241,46416,"Station 46416 - WEST VANCOUVER - 442NM West of Vancouver, BC, Canada",49.901,-134.395
242,46419,"Station 46419 (LLNR 765.7) - NORTHWEST SEATTLE - 300 NM WNW of Seattle, WA",52.7181,-129.29
243,46490,Station 46490 - NOOSS Optimization Buoy,32.455,-120.557
244,46551,Station 46551 - Drifting Buoy,0,0
245,46553,Station 46553 - Drifting Buoy,0,0
246,46779,Station 46779 - Drifting Buoy,0,0
247,46780,Station 46780 - Drifting Buoy,0,0
248,46781,Station 46781 - Drifting Buoy,0,0
249,46782,Station 46782 - Drifting Buoy,0,0
250,46785,Station 46785 - Drifting Buoy,0,0
251,46B35,"Station 46B35 - CENTRAL BERING SEA - 310 NM North of Adak, AK",57.069,-177.75
252,48011,Station 48011 - Red Dog Mine,67.582,-164.185
253,51000,Station 51000 (LLNR 28005.9) - NORTHERN HAWAII ONE - 245NM NE of Honolulu HI,23.528,-153.792
254,51001,"Station 51001 (LLNR 28006) - NORTHWESTERN HAWAII ONE - 188 NM NW of Kauai Island, HI",24.453,-162
255,51002,"Station 51002 (LLNR 28005.1) - SOUTHWEST HAWAII - 215NM SSW of Hilo, HI",17.043,-157.742
256,51003,"Station 51003 (LLNR 28005.7) - WESTERN HAWAII - 205 NM SW of Honolulu, HI",19.196,-160.639
257,51004,"Station 51004 (LLNR 28005) - SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI",17.533,-152.255
258,51005,Station 51005,20.4,-156.1
259,51026,Station 51026 - Northern Molokai,21.35,-156.93
260,51027,Station 51027,20.4,-157.1
261,51028,Station 51028 (List of Lts) - Christmas Island,0,-153.913
262,51100,"Station 51100 - NORTHERN HAWAII TWO - 252NM NE of Honolulu, HI",23.558,-153.9
263,51101,"Station 51101 (LLNR 28006.3) - NORTHWESTERN HAWAII TWO - 186 NM NW of Kauai Is., HI",24.361,-162.075
264,51406,Station 51406 (List of Lts) - CENTRAL SOUTH PACIFIC - 1040NM NNE of Pitcarin Is,-8.48,-125.027
265,51407,"Station 51407 (LLNR 28005.5) - HAWAII - 34NM West of Kailua-Kona, HI",19.556,-156.538
266,51425,"Station 51425 - NORTHWEST APIA - 370 NM NW of Apia, Samoa",-9.505,-176.262
267,51426,Station 51426 - SOUTHEAST TONGA - 400NM SE of Tonga,-23.11,-168.385
268,51542,Station 51542 - TAO Buoy Adrift,0,0
269,52009,Station 52009,13.729,-144.668
270,52401,Station 52401 - NORTHEAST SAIPAN - 610 NM ENE of Saipan,19.283,155.729
271,52402,Station 52402 - SOUTHEAST SAIPAN - 540NM ESE of Saipan,11.93,153.895
272,52403,"Station 52403 - NORTH MANUS - 345NM North of Manus Is , New Guinea",4.026,145.616
273,52404,"Station 52404 - NORTH PHILIPPINE SEA - 750 NM NE of Manila, Philippines",20.633,132.12
274,52405,"Station 52405 - SOUTH PHILIPPINE SEA -725 NM West of Agana, Guam",12.991,132.239
275,52406,Station 52406 - NORTHEAST SOLOMON - 370NM NE of Guadalcanal,-5.373,164.99
276,54401,"Station 54401 - NORTHEAST NEW ZEALAND - 640NM NE of Auckland, NZ",-33.109,-173.155
277,91204,"Station 91204 - Ulithi Is., Caroline",9.9,139.7
278,91222,"Station 91222 - Pagan Is.,Mariana",18.13,145.77
279,91251,"Station 91251 - Enewetak, MarShall",11.43,162.35
280,91328,"Station 91328 - Ulul Atoll, Caroline",8.6,149.67
281,91338,"Station 91338 - Satawan Atoll, Caro.",5.28,153.65
282,91343,"Station 91343 - Oroluk, Caroline",7.63,155.16
283,91352,"Station 91352 - Pingelap, Caroline",6.21,160.7
284,91355,"Station 91355 - Kosrae, Caroline",5.36,162.96
285,91356,"Station 91356 - Kosrae, Caroline",5.36,162.96
286,91365,"Station 91365 - Ujae Atoll, Marshall",8.93,165.75
287,91374,"Station 91374 - Maloelap, Marshall",8.7,171.2
288,91377,"Station 91377 - Mili, Marshalls Is.",6.1,172.1
289,91411,"Station 91411 - Ngulu Atoll, Caroline",8.3,137.5
290,91442,"Station 91442 - Ebon Atoll, Caroline",4.6,168.7
291,ABAN6,"Station ABAN6 - Alexandria Bay, NY",44.333,-75.933
292,ALRF1,Station ALRF1 - Alligator Reef,24.9,-80.6
293,ALSN6,"Station ALSN6 - Ambrose Light, NY",40.45,-73.8
294,AMAA2,"Station AMAA2 - East Amatuli Island Light, AK",58.915,-151.952
295,AUGA2,"Station AUGA2 - Augustine Island, AK",59.378,-153.348
296,BLIA2,"Station BLIA2 - Bligh Reef Light, AK",60.839,-146.884
297,BURL1,"Station BURL1 - Southwest Pass, LA",28.905,-89.428
298,BUSL1,Station BUSL1 - Bullwinkle Block 65,27.883,-90.9
299,BUZM3,"Station BUZM3 - Buzzards Bay, MA",41.397,-71.033
300,CARO3,"Station CARO3 - Cape Arago, OR",43.342,-124.375
301,CDRF1,"Station CDRF1 - Cedar Key, FL",29.136,-83.029
302,CHLV2,"Station CHLV2 - Chesapeake Light, VA",36.905,-75.713
303,CLKN7,"Station CLKN7 - Cape Lookout, NC",34.622,-76.525
304,CSBF1,"Station CSBF1 - Cape San Blas, FL",29.672,-85.357
305,DBLN6,"Station DBLN6 - Dunkirk, NY",42.494,-79.354
306,DESW1,"Station DESW1 - Destruction Island, WA",47.675,-124.485
307,DISW3,"Station DISW3 - Devils Island, WI",47.079,-90.728
308,DPIA1,"Station DPIA1 - Dauphin Island, AL",30.25,-88.075
309,DRFA2,"Station DRFA2 - Drift River Terminal, AK",60.553,-152.137
310,DRYF1,"Station DRYF1 - Dry Tortugas, FL",24.638,-82.862
311,DSLN7,"Station DSLN7 - Diamond Shls Lt., NC",35.153,-75.297
312,DUCN7,"Station DUCN7 - Duck Pier, NC",36.184,-75.745
313,EB01,Station EB01,36.5,-73.5
314,EB10,Station EB10,27.5,-88
315,EB31,Station EB31,27,-86
316,EB32,Station EB32,27,-84.3
317,EB33,Station EB33,58.5,-141
318,EB35,Station EB35,55.3,-157
319,EB36,Station EB36,26,-84.8
320,EB43,Station EB43,59.8,-142
321,EB52,Station EB52,38.4,-74.3
322,EB53,Station EB53,28.9,-88.3
323,EB61,Station EB61,26.9,-84.6
324,EB62,Station EB62,29,-85.6
325,EB70,Station EB70,59.5,-142.3
326,EB90,Station EB90 - BERING SEA,47,-130.9
327,EB91,Station EB91,38.4,-74.3
328,EB92,Station EB92,28.5,-90
329,FARP2,"Station FARP2 - Faraulep, Carolines Island",8.583,144.583
330,FBIS1,"Station FBIS1 - Folly Island, SC",32.685,-79.888
331,FFIA2,"Station FFIA2 - Five Fingers, AK",57.272,-133.63
